date,year,week,year_week,month,year_month,day,weekday,weekday_name,hour,n_calls_in_week,share_calls,est_n_calls
2021-03-30,2021,13,2021 W13,3,2021 M 3,30,1,Tue,20,9916.789254223993,0.0014285993536280234,14.167118718649725
2021-04-06,2021,14,2021 W14,4,2021 M 4,6,1,Tue,20,10373.039545103224,0.0014285993536280234,14.818917589292392
2021-04-13,2021,15,2021 W15,4,2021 M 4,13,1,Tue,20,10828.901859085996,0.0014285993536280234,15.470162196391554
2021-04-20,2021,16,2021 W16,4,2021 M 4,20,1,Tue,20,11280.696421834047,0.0014285993536280234,16.115595616706077
2021-04-27,2021,17,2021 W17,4,2021 M 4,27,1,Tue,20,11724.654089362664,0.0014285993536280234,16.749833253575662
2021-05-04,2021,18,2021 W18,5,2021 M 5,4,1,Tue,20,12156.94988021456,0.0014285993536280234,17.367410740962796
2021-05-11,2021,19,2021 W19,5,2021 M 5,11,1,Tue,20,12573.736507633728,0.0014285993536280234,17.962831847494623
2021-05-18,2021,20,2021 W20,5,2021 M 5,18,1,Tue,20,12971.17791173931,0.0014285993536280234,18.530616380504874
2021-05-25,2021,21,2021 W21,5,2021 M 5,25,1,Tue,20,13345.482791699462,0.0014285993536280234,19.06534809007576
2021-06-01,2021,22,2021 W22,6,2021 M 6,1,1,Tue,20,13692.938137905221,0.0014285993536280234,19.56172257307991
